"stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","stringency_index:population_density","stringency_index:median_age","stringency_index:aged_65_older","stringency_index:aged_70_older","stringency_index:gdp_per_capita","stringency_index:extreme_poverty","stringency_index:cardiovasc_death_rate","stringency_index:diabetes_prevalence","stringency_index:female_smokers","stringency_index:male_smokers","stringency_index:handwashing_facilities","stringency_index:hospital_beds_per_thousand","stringency_index:life_expectancy","stringency_index:human_development_index","stringency_index:population","population_density:median_age","population_density:aged_65_older","population_density:aged_70_older","population_density:gdp_per_capita","population_density:extreme_poverty","population_density:cardiovasc_death_rate","population_density:diabetes_prevalence","population_density:female_smokers","population_density:male_smokers","population_density:handwashing_facilities","population_density:hospital_beds_per_thousand","population_density:life_expectancy","population_density:human_development_index","population_density:population","median_age:aged_65_older","median_age:aged_70_older","median_age:gdp_per_capita","median_age:extreme_poverty","median_age:cardiovasc_death_rate","median_age:diabetes_prevalence","median_age:female_smokers","median_age:male_smokers","median_age:handwashing_facilities","median_age:hospital_beds_per_thousand","median_age:life_expectancy","median_age:human_development_index","median_age:population","aged_65_older:aged_70_older","aged_65_older:gdp_per_capita","aged_65_older:extreme_poverty","aged_65_older:cardiovasc_death_rate","aged_65_older:diabetes_prevalence","aged_65_older:female_smokers","aged_65_older:male_smokers","aged_65_older:handwashing_facilities","aged_65_older:hospital_beds_per_thousand","aged_65_older:life_expectancy","aged_65_older:human_development_index","aged_65_older:population","aged_70_older:gdp_per_capita","aged_70_older:extreme_poverty","aged_70_older:cardiovasc_death_rate","aged_70_older:diabetes_prevalence","aged_70_older:female_smokers","aged_70_older:male_smokers","aged_70_older:handwashing_facilities","aged_70_older:hospital_beds_per_thousand","aged_70_older:life_expectancy","aged_70_older:human_development_index","aged_70_older:population","gdp_per_capita:extreme_poverty","gdp_per_capita:cardiovasc_death_rate","gdp_per_capita:diabetes_prevalence","gdp_per_capita:female_smokers","gdp_per_capita:male_smokers","gdp_per_capita:handwashing_facilities","gdp_per_capita:hospital_beds_per_thousand","gdp_per_capita:life_expectancy","gdp_per_capita:human_development_index","gdp_per_capita:population","extreme_poverty:cardiovasc_death_rate","extreme_poverty:diabetes_prevalence","extreme_poverty:female_smokers","extreme_poverty:male_smokers","extreme_poverty:handwashing_facilities","extreme_poverty:hospital_beds_per_thousand","extreme_poverty:life_expectancy","extreme_poverty:human_development_index","extreme_poverty:population","cardiovasc_death_rate:diabetes_prevalence","cardiovasc_death_rate:female_smokers","cardiovasc_death_rate:male_smokers","cardiovasc_death_rate:handwashing_facilities","cardiovasc_death_rate:hospital_beds_per_thousand","cardiovasc_death_rate:life_expectancy","cardiovasc_death_rate:human_development_index","cardiovasc_death_rate:population","diabetes_prevalence:female_smokers","diabetes_prevalence:male_smokers","diabetes_prevalence:handwashing_facilities","diabetes_prevalence:hospital_beds_per_thousand","diabetes_prevalence:life_expectancy","diabetes_prevalence:human_development_index","diabetes_prevalence:population","female_smokers:male_smokers","female_smokers:handwashing_facilities","female_smokers:hospital_beds_per_thousand","female_smokers:life_expectancy","female_smokers:human_development_index","female_smokers:population","male_smokers:handwashing_facilities","male_smokers:hospital_beds_per_thousand","male_smokers:life_expectancy","male_smokers:human_development_index","male_smokers:population","handwashing_facilities:hospital_beds_per_thousand","handwashing_facilities:life_expectancy","handwashing_facilities:human_development_index","handwashing_facilities:population","hospital_beds_per_thousand:life_expectancy","hospital_beds_per_thousand:human_development_index","hospital_beds_per_thousand:population","life_expectancy:human_development_index","life_expectancy:population","human_development_index:population","location","iso_code","total_cases.y","continent_Africa","continent_Asia","continent_Europe","continent_North_America","continent_Oceania","continent_South_America"
0,31,42,19,13,29481,0,255,4,24,39,48,4,78,0,1326064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,603,418,914891,15,7931,124,760,1219,1512,145,2443,27,41151744,830,576,1258849,21,10912,171,1046,1678,2081,200,3362,38,56622932,262,573469,9,4971,78,476,764,948,91,1531,17,25794596,397731,6,3447,54,330,530,657,63,1062,12,17889929,14740,7534494,118514,722290,1158613,1437299,138267,2321353,26297,NA,127,2,12,19,24,2,39,0,663032,1027,6261,10043,12459,1198,20123,227,338900850,98,157,195,18,316,3,5330777,962,1194,114,1929,21,32488568,1915,184,3094,35,52114315,228,3838,43,64649598,369,4,6219240,70,104414279,1182849,"Estonia","EST",610471,0,0,1,0,0,0
19,79,21,3,1,7738,2,333,3,1,16,24,2,60,0,1201680,1545,417,61,35,150445,48,6481,76,33,320,468,40,1170,11,23360659,1709,251,146,615186,198,26505,313,135,1311,1915,166,4784,48,95523946,68,39,166387,53,7168,84,36,354,518,45,1294,13,25836120,5,24478,7,1054,12,5,52,76,6,190,1,3800913,14278,4,615,7,3,30,44,3,111,1,2217099,19347,2580452,30491,13156,127693,186486,16251,465808,4728,NA,833,9,4,41,60,5,150,1,3004200,1313,566,5501,8034,700,20069,203,400683372,6,65,94,8,237,2,4734619,28,40,3,102,1,2042856,397,34,993,10,19827720,50,1450,14,28956882,126,1,2523528,36,72329119,734226,"Eswatini","SWZ",75356,1,0,0,0,0,0
2,104,19,3,2,1729,26,182,7,0,8,7,0,66,0,123379928,291,55,9,5,4809,74,507,20,1,23,22,0,185,1,342996199,2078,370,216,181567,2802,19168,784,41,892,835,31,6990,50,NA,69,40,34252,528,3616,147,7,168,157,5,1318,9,NA,7,6099,94,643,26,1,29,28,1,234,1,435037626,3568,55,376,15,0,17,16,0,137,1,254532791,46189,315943,12922,691,14704,13770,518,115213,839,NA,4876,199,10,226,212,8,1778,12,NA,1364,73,1552,1453,54,12163,88,NA,2,63,59,2,497,3,921648062,3,3,0,26,0,49351971,67,2,566,4,1048729388,2,530,3,982104226,19,0,37013978,32,NA,59839265,"Ethiopia","ETH",501193,1,0,0,0,0,0
79,49,28,6,3,8702,1,412,14,10,34,48,2,67,0,929769,3946,2277,495,261,693017,111,32872,1153,812,2771,3882,183,5370,59,74037505,1417,308,162,431336,69,20460,718,505,1724,2416,113,3342,36,46081211,178,93,248905,40,11806,414,291,995,1394,65,1928,21,26591393,20,54167,8,2569,90,63,216,303,14,419,4,5786882,28580,4,1355,47,33,114,160,7,221,2,3053361,12184,3592762,126106,88770,302863,424296,20016,586928,6466,NA,577,20,14,48,68,3,94,1,1301676,5981,4210,14366,20126,949,27840,306,383827238,147,504,706,33,977,10,13472352,354,497,23,687,7,9483643,1696,80,2346,25,32355961,112,3287,36,45329028,155,1,2138468,50,62703621,690818,"Fiji","FJI",69047,0,0,0,0,1,0
5,18,42,21,13,40585,2,153,5,18,22,48,3,81,0,5540745,100,237,118,73,225656,13,853,32,101,125,271,18,455,5,30806542,776,384,240,736062,45,2784,104,331,409,884,59,1485,17,100486951,908,567,1737068,107,6570,246,783,967,2086,140,3505,40,237143885,281,861553,53,3258,122,388,479,1034,69,1738,19,117618934,538329,33,2036,76,242,299,646,43,1086,12,73492441,101464,6230192,233773,742718,917237,1978675,133121,3324376,38069,NA,383,14,45,56,121,8,204,2,13851862,884,2809,3469,7483,503,12573,143,850543142,105,130,280,18,471,5,31914691,413,892,60,1498,17,101395633,1101,74,1851,21,125220837,159,3993,45,270127940,268,3,18173643,76,453842422,5197218,"Finland","FIN",1499712,0,0,1,0,0,0
5,122,42,19,13,38605,2,86,4,30,35,48,5,82,0,67813000,681,233,109,72,214647,13,478,26,167,197,271,33,459,5,377040280,5148,2416,1603,4732205,306,10549,584,3689,4363,5976,733,10132,110,NA,828,549,1621438,105,3614,200,1264,1495,2047,251,3471,37,NA,257,761226,49,1696,94,593,701,961,117,1629,17,1337136734,504923,32,1125,62,393,465,637,78,1081,11,886926227,96514,3322404,184149,1162030,1374361,1882142,230861,3191144,34783,NA,215,11,75,89,121,14,206,2,169532500,410,2590,3063,4195,514,7113,77,NA,143,169,232,28,394,4,323468010,1071,1467,179,2488,27,2041171300,1735,212,2942,32,NA,291,4029,43,NA,494,5,405521740,74,NA,61099513,"France","FRA",38997490,0,0,1,0,0,0
33,7,23,4,2,16562,3,259,7,6,32,48,6,66,0,2388997,261,769,148,99,552025,113,8664,239,208,1074,1624,209,2215,23,79625270,181,34,23,130164,26,2043,56,49,253,383,49,522,5,18775127,102,68,382591,78,6005,166,144,744,1126,145,1535,16,55185830,13,73702,15,1156,32,27,143,216,28,295,3,10631036,49289,10,773,21,18,95,145,18,197,2,7109655,56312,4305680,119249,103515,534137,807467,104343,1100903,11643,NA,883,24,21,109,165,21,225,2,8122589,1871,1624,8383,12674,1637,17280,182,621060383,45,232,351,45,478,5,17200778,201,304,39,415,4,14931231,1572,203,2143,22,77045153,307,3240,34,116470770,418,4,15050681,46,158796630,1679464,"Gabon","GAB",49051,1,0,0,0,0,0
53,207,17,2,1,1561,10,331,1,0,31,7,1,62,0,2705995,11146,939,125,76,83866,542,17797,102,37,1675,422,59,3332,26,145311931,3632,485,294,324169,2096,68793,396,145,6476,1634,228,12879,102,561672558,40,24,27330,176,5800,33,12,546,137,19,1085,8,47354912,3,3652,23,775,4,1,72,18,2,145,1,6329322,2213,14,469,2,0,44,11,1,87,0,3834394,15773,517616,2982,1093,48727,12300,1717,96907,774,NA,3347,19,7,315,79,11,626,5,27330549,633,232,10340,2610,364,20565,164,896847922,1,59,15,2,118,0,5168450,21,5,0,43,0,1894196,245,34,1935,15,84427044,8,488,3,21312416,68,0,2976594,30,167906989,1342173,"Gambia","GMB",12627,1,0,0,0,0,0
30,65,38,14,10,9745,4,496,7,5,55,48,2,73,0,3744385,1987,1182,454,313,297809,128,15164,217,161,1696,1489,79,2254,24,114428405,2516,966,666,633741,273,32270,462,344,3609,3170,169,4797,52,243504845,575,396,377134,162,19203,275,205,2147,1886,100,2854,31,144907699,152,144850,62,7375,105,78,824,724,38,1096,12,55656538,99828,43,5083,72,54,568,499,26,755,8,38357479,40929,4835683,69287,51648,540851,475101,25337,718894,7913,NA,2084,29,22,233,204,10,309,3,15726417,3528,2629,27540,24192,1290,36606,402,1858031235,37,394,346,18,524,5,26622577,294,258,13,390,4,19845240,2705,144,4094,45,207813367,126,3596,39,182550001,191,2,9735401,59,276223281,3040440,"Georgia","GEO",1863615,0,1,0,0,0,0
0,237,46,21,15,45229,2,156,8,28,33,48,8,81,0,83369840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11044,5084,3782,10720054,592,37007,1969,6683,7845,11555,1896,19276,224,NA,999,743,2107682,116,7276,387,1314,1542,2271,372,3789,44,NA,342,970302,53,3349,178,604,710,1045,171,1744,20,1788533177,721723,39,2491,132,449,528,777,127,1297,15,1330332536,113073,7062049,375855,1275464,1497088,2205061,361833,3678494,42832,NA,390,20,70,82,121,20,203,2,208424600,1297,4403,5168,7612,1249,12698,147,NA,234,275,405,66,675,7,692803370,933,1374,225,2293,26,NA,1613,264,2692,31,NA,390,3965,46,NA,650,7,666958720,77,NA,78951238,"Germany","DEU",38437756,0,0,1,0,0,0
13,126,21,3,1,4227,12,298,4,0,7,41,0,64,0,33475870,1760,293,47,27,58721,166,4142,69,4,106,570,12,889,8,464979834,2673,428,246,535721,1520,37793,629,38,975,5201,114,8118,77,NA,71,41,89202,253,6292,104,6,162,866,18,1351,12,706340857,6,14310,40,1009,16,1,26,138,3,216,2,113315819,8235,23,580,9,0,14,79,1,124,1,65210994,50731,1260869,21011,1268,32552,173531,3804,270864,2583,NA,3578,59,3,92,492,10,768,7,401710440,1482,89,2296,12242,268,19108,182,NA,1,38,204,4,318,3,166375073,2,12,0,19,0,10042761,316,6,493,4,257764199,36,2629,25,1374084035,57,0,30128283,39,2144798990,20453756,"Ghana","GHA",172062,1,0,0,0,0,0
19,83,45,20,14,24574,1,175,4,35,52,48,4,82,0,10384972,1622,880,396,282,477725,29,3415,88,686,1010,947,81,1598,17,201883855,3781,1702,1212,2051444,125,14666,379,2946,4340,4069,351,6865,74,866927077,923,657,1113219,67,7958,206,1599,2355,2208,190,3725,40,470439231,296,501219,30,3583,92,719,1060,994,85,1677,18,211811888,356918,21,2551,66,512,755,708,61,1194,12,150831333,36861,4317596,111813,867475,1277867,1198074,103458,2020997,21822,NA,263,6,52,78,73,6,123,1,15577458,799,6202,9136,8565,739,14449,156,1824587655,160,236,221,19,374,4,47251622,1835,1720,148,2903,31,366589511,2535,218,4276,46,540018544,205,4009,43,506298539,346,3,43720732,73,854060097,9221855,"Greece","GRC",5673681,0,0,1,0,0,0
41,157,22,4,3,7423,8,155,10,6,32,76,0,74,0,17843914,6576,954,195,125,309350,362,6496,424,260,1343,3194,25,3096,27,743555896,3614,740,476,1171729,1373,24606,1606,986,5090,12100,94,11727,104,NA,107,69,170005,199,3570,233,143,738,1755,13,1701,15,408625630,14,34847,40,731,47,29,151,359,2,348,3,83759332,22390,26,470,30,18,97,231,1,224,1,53817244,64587,1157356,75574,46398,239417,569146,4454,551588,4921,NA,1356,88,54,280,666,5,646,5,155242051,1587,974,5027,11951,93,11583,103,NA,63,328,780,6,756,6,181651044,201,479,3,464,4,111524462,2472,19,2396,21,575466226,45,5696,50,1368003666,44,0,10706348,49,1325802810,11830514,"Guatemala","GTM",1250371,0,0,0,1,0,0
13,51,19,3,1,1998,35,336,2,6,32,17,0,61,0,13859349,718,263,43,24,27765,490,4676,33,86,447,242,4,855,6,192506357,983,162,89,103454,1826,17426,125,323,1669,903,15,3188,24,717290607,59,32,37979,670,6397,45,118,612,331,5,1170,9,263327631,5,6266,110,1055,7,19,101,54,0,193,1,43449059,3464,61,583,4,10,55,30,0,106,0,24018251,70562,673072,4837,12493,64465,34881,599,123133,953,NA,11886,85,220,1138,615,10,2174,16,489235019,814,2104,10859,5875,101,20741,160,NA,15,78,42,0,149,1,33539624,201,109,1,385,2,86620931,562,9,1986,15,446964005,5,1074,8,241845640,18,0,4157804,29,853735898,6610909,"Guinea","GIN",38572,1,0,0,0,0,0
19,66,19,3,1,1548,67,382,2,6,32,6,2,58,0,2105580,1286,377,58,30,30106,1304,7435,47,121,626,124,44,1133,9,40932475,1284,198,103,102508,4441,25316,160,413,2134,423,152,3860,31,139370445,58,30,30044,1301,7419,46,121,625,124,44,1131,9,40848252,4,4649,201,1148,7,18,96,19,6,175,1,6320951,2423,105,598,3,9,50,10,3,91,0,3295232,103916,592327,3747,9679,49944,9916,3561,90318,743,NA,25664,162,419,2163,429,154,3913,32,141284418,925,2390,12334,2448,879,22305,183,805329604,15,78,15,5,141,1,5095503,201,40,14,364,3,13159875,206,74,1880,15,67904955,14,373,3,13482028,134,1,4842834,27,122797425,1010678,"Guinea-Bissau","GNB",9614,1,0,0,0,0,0
25,3,26,5,2,7435,2,373,11,6,32,77,1,69,0,808727,98,657,132,70,185876,62,9328,290,156,806,1928,40,1747,17,20218175,103,20,11,29383,9,1474,45,24,127,304,6,276,2,3196089,139,74,195541,65,9814,305,164,848,2029,42,1838,17,21269520,15,39442,13,1979,61,33,171,409,8,370,3,4290296,21093,7,1058,32,17,91,218,4,198,1,2294358,18587,2774454,86395,46469,239780,573680,11896,519784,5070,NA,932,29,15,80,192,4,174,1,2021817,4336,2332,12034,28792,597,26087,254,301783758,72,374,896,18,812,7,9397407,201,482,10,436,4,5054543,2488,51,2254,21,26081445,123,5394,52,62400566,111,1,1293963,47,56538104,551551,"Guyana","GUY",74443,0,0,0,0,0,1
82,398,24,4,2,1653,23,430,6,2,23,22,0,64,0,11585003,32836,2002,395,243,136237,1936,35481,548,238,1903,1884,57,5274,42,954720097,9682,1912,1177,658703,9363,171550,2649,1155,9204,9109,278,25500,203,NA,116,71,40172,571,10462,161,70,561,555,17,1555,12,281515572,14,7935,112,2066,31,13,110,109,3,307,2,55608014,4883,69,1271,19,8,68,67,2,189,1,34222098,38849,711770,10993,4794,38188,37796,1157,105803,843,NA,10117,156,68,542,537,16,1504,11,272247570,2863,1248,9945,9843,301,27555,219,NA,19,153,152,4,425,3,77040269,66,66,2,185,1,33596508,528,16,1478,11,267613569,16,1463,11,264867923,44,0,8109502,32,741440192,5908351,"Haiti","HTI",34456,0,0,0,1,0,0
33,82,24,4,2,4541,16,240,7,2,32,84,0,75,0,10432858,2759,829,155,96,151378,533,8006,240,66,1074,2805,23,2508,21,347727157,2061,385,238,376083,1324,19890,597,165,2670,6969,57,6232,52,863892806,115,71,113090,398,5981,179,49,803,2095,17,1874,15,259778164,13,21128,74,1117,33,9,150,391,3,350,2,48533655,13093,46,692,20,5,92,242,2,217,1,30077929,72668,1090975,32746,9083,146472,382278,3179,341860,2879,NA,3843,115,32,516,1346,11,1204,10,166925728,1731,480,7746,20218,168,18080,152,NA,14,232,606,5,542,4,75220906,64,168,1,150,1,20865716,2714,22,2427,20,336459670,58,6335,53,878123225,52,0,7303000,47,785281221,6614431,"Honduras","HND",472896,0,0,0,1,0,0
11,108,43,18,11,26777,0,278,7,26,34,48,7,76,0,9967304,1200,482,206,133,297498,5,3091,83,297,386,541,77,854,9,110736747,4689,2007,1293,2893128,54,30067,815,2895,3759,5267,758,8306,92,1076897426,806,519,1162146,21,12078,327,1163,1510,2115,304,3336,37,432580993,222,497446,9,5169,140,497,646,905,130,1428,15,185162606,320688,5,3332,90,320,416,583,84,920,10,119368432,13388,7452088,202170,717638,931859,1305486,187978,2058658,22868,NA,139,3,13,17,24,3,38,0,4983652,2101,7458,9684,13567,1953,21395,237,NA,202,262,368,53,580,6,75253145,932,1306,188,2060,22,267123747,1696,244,2675,29,346862179,342,3748,41,485935971,539,5,69970474,65,766286331,8512077,"Hungary","HUN",2230800,0,0,1,0,0,0
16,3,37,14,9,46482,0,117,5,14,15,48,2,82,0,372903,56,621,240,153,774870,3,1966,88,238,253,812,48,1383,15,6216293,126,49,31,158227,0,401,18,48,51,165,9,282,3,1269361,538,343,1733814,7,4401,198,533,566,1818,108,3095,35,13909281,132,670795,2,1702,76,206,219,703,41,1197,13,5381363,427968,1,1086,48,131,139,448,26,764,8,3433317,9296,5484617,246824,664706,706540,2266183,135265,3857620,44112,NA,23,1,2,3,9,0,16,0,74580,626,1687,1793,5752,343,9792,111,43999570,75,80,258,15,440,5,1980114,217,697,41,1186,13,5332512,741,44,1261,14,5668125,141,4046,46,18180139,241,2,1085147,78,30947219,353884,"Iceland","ISL",210374,0,0,1,0,0,0
10,450,28,5,3,6426,21,282,10,1,20,59,0,69,0,1417173120,4589,287,61,34,65487,216,2876,105,19,209,606,5,709,6,NA,12701,2697,1537,2894696,9548,127144,4679,855,9278,26822,238,31376,290,NA,168,96,181232,597,7960,292,53,580,1679,14,1964,18,NA,20,38489,126,1690,62,11,123,356,3,417,3,NA,21940,72,963,35,6,70,203,1,237,2,NA,136245,1814121,66773,12210,132389,382708,3406,447682,4145,NA,5984,220,40,436,1262,11,1476,13,NA,2932,536,5814,16809,149,19663,182,NA,19,214,618,5,723,6,NA,39,113,1,132,1,NA,1226,10,1434,13,NA,31,4148,38,NA,36,0,751101753,44,NA,914076662,"India","IND",45041748,0,1,0,0,0,0
37,145,29,5,3,11188,5,342,6,2,76,64,1,71,0,275501344,5397,1085,197,113,414431,211,12699,234,103,2818,2378,38,2656,26,NA,4269,775,444,1630479,830,49963,920,408,11089,9356,151,10451,104,NA,155,89,327830,167,10045,185,82,2229,1881,30,2101,21,NA,16,59512,30,1823,33,14,404,341,5,381,3,1465391648,34159,17,1046,19,8,232,196,3,218,2,841105603,63775,3836217,70712,31328,851463,718362,11636,802456,8033,NA,1954,36,15,433,365,5,408,4,1570357660,2166,960,26091,22013,356,24590,246,NA,17,480,405,6,453,4,1741168494,213,179,2,200,2,771403763,4885,79,5457,54,NA,66,4604,46,NA,74,0,286521397,51,NA,197809964,"Indonesia","IDN",6829399,0,1,0,0,0,0
11,49,32,5,3,19082,0,270,9,0,21,48,1,76,0,88550568,553,359,60,35,212007,2,3003,106,8,234,541,16,851,8,983796810,1614,271,158,950906,9,13469,477,39,1051,2429,74,3821,39,NA,176,103,618276,6,8757,310,25,683,1579,48,2484,25,NA,17,103809,1,1470,52,4,114,265,8,417,4,481715089,60720,0,860,30,2,67,155,4,243,2,281767907,3816,5158184,183002,15266,402643,930334,28623,1463255,14941,NA,54,1,0,4,9,0,15,0,17710113,2592,216,5703,13178,405,20727,211,NA,7,202,467,14,735,7,849199947,16,39,1,61,0,70840454,1028,31,1617,16,1868416984,73,3738,38,NA,115,1,132825852,60,NA,69335094,"Iran","IRN",7627863,0,1,0,0,0,0
52,88,20,3,1,15663,2,218,8,6,32,94,1,70,0,44496124,4651,1055,168,103,826745,131,11538,466,329,1702,4991,73,3726,35,NA,1762,280,172,1380388,220,19265,778,550,2842,8334,123,6221,59,NA,63,39,313279,50,4372,176,125,645,1891,28,1412,13,889922480,6,49905,7,696,28,19,102,301,4,224,2,141764651,30654,4,427,17,12,63,185,2,138,1,87078914,39159,3424335,138312,97899,505163,1481437,21929,1105877,10557,NA,546,22,15,80,236,3,176,1,111240310,1930,1366,7050,20675,306,15434,147,NA,55,284,835,12,623,5,392900774,201,591,8,441,4,278100775,3050,45,2276,21,1434999999,132,6677,63,NA,98,0,62294573,47,NA,29990387,"Iraq","IRQ",2465545,0,1,0,0,0,0
11,69,38,13,8,67335,0,126,3,23,25,48,2,82,0,5023108,776,429,154,96,748095,2,1404,36,255,285,541,32,914,10,55806729,2704,973,606,4704986,13,8836,229,1607,1795,3406,206,5750,66,350984648,539,335,2605875,7,4893,126,890,994,1886,114,3185,36,194394279,120,937845,2,1761,45,320,357,679,41,1146,13,69961848,584335,1,1097,28,199,223,423,25,714,8,43590531,13467,8515153,220859,1548711,1730517,3282797,199312,5541694,64305,NA,25,0,4,5,9,0,16,0,1004621,414,2908,3249,6165,374,10407,120,635217214,75,84,159,9,269,3,16475794,591,1121,68,1892,21,115531484,1252,76,2115,24,129093875,144,4012,46,244891584,243,2,14868399,78,413401788,4797068,"Ireland","IRL",1745088,0,0,1,0,0,0
19,402,30,11,7,33132,0,93,6,15,35,48,2,82,0,9449000,7826,594,228,143,644092,9,1814,131,299,688,947,58,1612,17,183688560,12319,4723,2962,13339270,201,37571,2713,6200,14252,19628,1203,33404,369,NA,359,225,1013848,15,2855,206,471,1083,1491,91,2538,28,289139400,86,388741,5,1094,79,180,415,572,35,973,10,110865117,243820,3,686,49,113,260,358,22,610,6,69535191,16566,3091908,223311,510237,1172884,1615299,99065,2748988,30448,NA,46,3,7,17,24,1,41,0,4724500,628,1437,3303,4549,279,7742,85,881780679,103,238,328,20,559,6,63686260,545,750,46,1277,14,145514600,1725,105,2937,32,334494600,145,4045,44,460667097,248,2,28252510,76,783983530,8683631,"Israel","ISR",4841558,0,1,0,0,0,0
19,205,47,23,16,35220,2,113,4,19,27,48,3,83,0,59037472,4001,931,447,315,684678,38,2199,92,384,540,947,61,1623,17,1147688455,9860,4739,3343,7250371,411,23293,984,4076,5722,10036,654,17191,183,NA,1102,777,1687042,95,5419,228,948,1331,2335,152,4000,42,NA,373,810801,46,2604,110,455,639,1122,73,1922,20,1359101642,571974,32,1837,77,321,451,791,51,1356,14,958768545,70440,3985187,168352,697357,979118,1717084,111999,2941229,31416,NA,226,9,39,55,97,6,167,1,118074944,540,2240,3145,5516,359,9449,100,NA,94,132,233,15,399,4,282199116,550,965,62,1653,17,1168941945,1355,88,2321,24,1641241721,155,4071,43,NA,265,2,187739160,74,NA,52661425,"Italy","ITA",26781078,0,0,1,0,0,0
59,266,31,9,6,8193,2,206,11,5,28,66,1,74,0,2827382,15815,1860,573,378,485551,148,12239,668,314,1694,3936,100,4413,43,167550657,8380,2584,1705,2186692,667,55120,3010,1414,7632,17727,453,19874,195,754568880,304,200,257278,78,6485,354,166,898,2085,53,2338,23,88779794,61,79346,24,2000,109,51,276,643,16,721,7,27380367,52356,15,1319,72,33,182,424,10,475,4,18066970,20483,1692275,92423,43425,234336,544257,13929,610175,6014,NA,516,28,13,71,166,4,186,1,7068455,2329,1094,5906,13719,351,15380,151,583958996,59,322,749,19,840,8,31892868,151,352,9,394,3,14985124,1899,48,2129,20,80863125,112,4946,48,187808849,126,1,4806549,54,210555137,2075298,"Jamaica","JAM",157181,0,0,0,1,0,0
2,347,48,27,18,39002,2,79,5,11,33,48,13,84,0,123951696,966,133,75,51,108426,6,220,15,31,93,135,36,235,2,344585714,16762,9407,6431,13564115,869,27603,1989,3895,11720,16955,4538,29432,319,NA,1303,891,1879907,120,3825,275,539,1624,2349,629,4079,44,NA,500,1054971,67,2146,154,302,911,1318,352,2289,24,NA,721268,46,1467,105,207,623,901,241,1565,16,NA,97505,3095606,223092,436824,1314374,1901475,508979,3300758,35843,NA,198,14,28,84,121,32,211,2,309879240,453,888,2674,3869,1035,6717,72,NA,64,192,278,74,484,5,709003701,377,546,146,947,10,1388258995,1642,439,2852,30,NA,636,4125,44,NA,1104,11,1617569632,77,NA,113911608,"Japan","JPN",33803572,0,1,0,0,0,0
11,109,23,3,2,8337,0,208,11,6,32,48,1,74,0,11285875,1214,257,42,26,92629,1,2313,130,69,358,541,15,828,8,125386071,2535,416,258,911162,10,22759,1284,683,3524,5327,152,8145,79,1233376849,88,54,193429,2,4831,272,145,748,1131,32,1729,16,261832300,8,31765,0,793,44,23,122,185,5,283,2,42999183,19684,0,491,27,14,76,115,3,175,1,26645950,833,1736340,97965,52109,268884,406477,11672,621393,6078,NA,20,1,0,3,4,0,7,0,1128587,2447,1301,6716,10153,291,15521,151,NA,73,378,572,16,875,8,132609031,201,304,8,465,4,70536718,1572,45,2403,23,363969468,68,3633,35,550220263,104,1,15800224,54,841136263,8227402,"Jordan","JOR",1746997,0,1,0,0,0,0
22,6,30,6,4,24055,0,466,7,7,43,98,6,73,0,19397998,148,679,155,102,534515,2,10372,157,155,957,2199,148,1635,18,431023515,204,46,30,160715,0,3118,47,46,287,661,44,491,5,129598024,213,141,736100,3,14283,217,214,1318,3029,205,2252,25,593578738,32,168172,0,3263,49,48,301,692,46,514,5,135611404,111257,0,2158,32,32,199,457,30,340,3,89715740,2405,11228956,171035,168389,1036795,2381479,161172,1770491,19845,NA,46,0,0,4,9,0,7,0,1939799,3318,3267,20118,46211,3127,34355,385,NA,49,306,703,47,523,5,137919765,301,692,46,515,5,135785986,4266,288,3172,35,836053713,663,7286,81,1920382404,493,5,129966586,60,1427692652,16003348,"Kazakhstan","KAZ",1504370,0,1,0,0,0,0
50,87,20,2,1,2993,36,218,2,1,20,24,1,66,0,54027484,4447,1018,136,77,152434,1874,11135,148,61,1038,1255,71,3397,30,NA,1746,234,133,261363,3213,19092,254,104,1781,2152,122,5824,52,NA,53,30,59860,736,4372,58,24,408,493,28,1334,12,1080549680,4,8039,98,587,7,3,54,66,3,179,1,145117822,4573,56,334,4,1,31,37,2,101,0,82553995,110143,654386,8739,3591,61057,73781,4190,199634,1798,NA,8045,107,44,750,907,51,2454,22,1988211411,638,262,4460,5389,306,14583,131,NA,3,59,71,4,194,1,157760253,24,29,1,80,0,64832980,502,28,1360,12,1102160673,34,1644,14,1331831508,93,0,75638477,40,NA,32470517,"Kenya","KEN",344106,1,0,0,0,0,0
