"stringency_index","population_density","median_age","aged_65_older","aged_70_older","gdp_per_capita","extreme_poverty","cardiovasc_death_rate","diabetes_prevalence","female_smokers","male_smokers","handwashing_facilities","hospital_beds_per_thousand","life_expectancy","human_development_index","population","stringency_index:population_density","stringency_index:median_age","stringency_index:aged_65_older","stringency_index:aged_70_older","stringency_index:gdp_per_capita","stringency_index:extreme_poverty","stringency_index:cardiovasc_death_rate","stringency_index:diabetes_prevalence","stringency_index:female_smokers","stringency_index:male_smokers","stringency_index:handwashing_facilities","stringency_index:hospital_beds_per_thousand","stringency_index:life_expectancy","stringency_index:human_development_index","stringency_index:population","population_density:median_age","population_density:aged_65_older","population_density:aged_70_older","population_density:gdp_per_capita","population_density:extreme_poverty","population_density:cardiovasc_death_rate","population_density:diabetes_prevalence","population_density:female_smokers","population_density:male_smokers","population_density:handwashing_facilities","population_density:hospital_beds_per_thousand","population_density:life_expectancy","population_density:human_development_index","population_density:population","median_age:aged_65_older","median_age:aged_70_older","median_age:gdp_per_capita","median_age:extreme_poverty","median_age:cardiovasc_death_rate","median_age:diabetes_prevalence","median_age:female_smokers","median_age:male_smokers","median_age:handwashing_facilities","median_age:hospital_beds_per_thousand","median_age:life_expectancy","median_age:human_development_index","median_age:population","aged_65_older:aged_70_older","aged_65_older:gdp_per_capita","aged_65_older:extreme_poverty","aged_65_older:cardiovasc_death_rate","aged_65_older:diabetes_prevalence","aged_65_older:female_smokers","aged_65_older:male_smokers","aged_65_older:handwashing_facilities","aged_65_older:hospital_beds_per_thousand","aged_65_older:life_expectancy","aged_65_older:human_development_index","aged_65_older:population","aged_70_older:gdp_per_capita","aged_70_older:extreme_poverty","aged_70_older:cardiovasc_death_rate","aged_70_older:diabetes_prevalence","aged_70_older:female_smokers","aged_70_older:male_smokers","aged_70_older:handwashing_facilities","aged_70_older:hospital_beds_per_thousand","aged_70_older:life_expectancy","aged_70_older:human_development_index","aged_70_older:population","gdp_per_capita:extreme_poverty","gdp_per_capita:cardiovasc_death_rate","gdp_per_capita:diabetes_prevalence","gdp_per_capita:female_smokers","gdp_per_capita:male_smokers","gdp_per_capita:handwashing_facilities","gdp_per_capita:hospital_beds_per_thousand","gdp_per_capita:life_expectancy","gdp_per_capita:human_development_index","gdp_per_capita:population","extreme_poverty:cardiovasc_death_rate","extreme_poverty:diabetes_prevalence","extreme_poverty:female_smokers","extreme_poverty:male_smokers","extreme_poverty:handwashing_facilities","extreme_poverty:hospital_beds_per_thousand","extreme_poverty:life_expectancy","extreme_poverty:human_development_index","extreme_poverty:population","cardiovasc_death_rate:diabetes_prevalence","cardiovasc_death_rate:female_smokers","cardiovasc_death_rate:male_smokers","cardiovasc_death_rate:handwashing_facilities","cardiovasc_death_rate:hospital_beds_per_thousand","cardiovasc_death_rate:life_expectancy","cardiovasc_death_rate:human_development_index","cardiovasc_death_rate:population","diabetes_prevalence:female_smokers","diabetes_prevalence:male_smokers","diabetes_prevalence:handwashing_facilities","diabetes_prevalence:hospital_beds_per_thousand","diabetes_prevalence:life_expectancy","diabetes_prevalence:human_development_index","diabetes_prevalence:population","female_smokers:male_smokers","female_smokers:handwashing_facilities","female_smokers:hospital_beds_per_thousand","female_smokers:life_expectancy","female_smokers:human_development_index","female_smokers:population","male_smokers:handwashing_facilities","male_smokers:hospital_beds_per_thousand","male_smokers:life_expectancy","male_smokers:human_development_index","male_smokers:population","handwashing_facilities:hospital_beds_per_thousand","handwashing_facilities:life_expectancy","handwashing_facilities:human_development_index","handwashing_facilities:population","hospital_beds_per_thousand:life_expectancy","hospital_beds_per_thousand:human_development_index","hospital_beds_per_thousand:population","life_expectancy:human_development_index","life_expectancy:population","human_development_index:population","location","iso_code","total_cases.y","continent_Africa","continent_Asia","continent_Europe","continent_North_America","continent_Oceania","continent_South_America"
11,209,18,2,1,5338,2,181,2,0,10,41,2,54,0,218541216,2328,201,30,16,59310,27,2011,26,6,119,466,25,607,5,NA,3793,576,303,1118875,523,37938,507,125,2263,8792,482,11462,112,NA,49,26,96626,45,3276,43,10,195,759,41,989,9,NA,3,14686,6,497,6,1,29,115,6,150,1,601206885,7724,3,261,3,0,15,60,3,79,0,316229139,13346,966329,12919,3203,57655,223942,12278,291960,2877,NA,452,6,1,27,104,5,136,1,546353040,438,108,1954,7593,416,9899,97,NA,1,26,101,5,132,1,528869742,6,25,1,32,0,131124729,453,24,590,5,NA,96,2294,22,NA,125,1,502644796,29,NA,117793715,"Nigeria","NGA",267188,1,0,0,0,0,0
19,82,39,13,8,13111,5,322,10,6,32,48,4,75,0,2093606,1605,760,257,158,254882,97,6273,195,121,626,947,83,1473,15,40699700,3229,1095,674,1082986,413,26654,832,516,2663,4026,353,6261,63,172931855,518,319,512648,195,12617,394,244,1260,1906,167,2963,30,81859994,108,173854,66,4278,133,82,427,646,56,1005,10,27761215,106987,40,2633,82,51,263,397,34,618,6,17083824,65556,4230831,132161,81945,422836,639211,56115,993830,10148,NA,1613,50,31,161,243,21,379,3,10468030,3252,2016,10406,15732,1381,24459,249,675581532,63,325,491,43,764,7,21103548,201,304,26,473,4,13085037,1572,138,2444,24,67518793,208,3695,37,102069573,324,3,8960633,58,158695334,1620451,"North Macedonia","MKD",350924,0,0,1,0,0,0
11,14,39,16,10,64800,0,114,5,19,20,48,3,82,0,5434324,160,441,186,120,719928,2,1270,58,217,229,541,39,915,10,60375339,574,243,156,937138,2,1653,76,283,299,705,52,1191,13,78591193,667,429,2572562,7,4538,210,778,821,1935,142,3271,37,215742662,181,1090001,3,1922,89,329,348,820,60,1386,16,91410764,700683,2,1236,57,211,223,527,38,890,10,58761345,12960,7407683,344088,1270081,1341361,3159197,233280,5339524,62013,NA,22,1,3,4,9,0,16,0,1086864,607,2240,2366,5573,411,9419,109,621230182,104,109,258,19,437,5,28856260,405,955,70,1615,18,106512750,1009,74,1705,19,112490506,175,4017,46,264939597,296,3,19563566,78,447788297,5200648,"Norway","NOR",1512647,0,0,1,0,0,0
19,14,30,2,1,37960,2,266,12,0,15,97,1,77,0,4576300,291,596,45,29,737956,48,5177,245,9,303,1893,31,1513,15,88963272,459,35,22,568651,37,3989,188,7,233,1459,23,1166,12,68552974,72,46,1165393,76,8176,387,15,478,2990,49,2390,24,140492410,3,89397,5,627,29,1,36,229,3,183,1,10777186,58079,3,407,19,0,23,149,2,119,1,7001739,94901,10110531,478684,18980,592187,3697373,60737,2955620,30862,NA,665,31,1,39,243,4,194,2,11440750,3358,133,4154,25941,426,20737,216,1218860894,6,196,1228,20,981,10,57707143,7,48,0,38,0,2288150,1519,24,1214,12,71390280,155,7583,79,445731620,124,1,7322080,63,356310718,3720531,"Oman","OMN",399449,0,1,0,0,0,0
28,255,23,4,2,5034,4,423,8,2,36,59,0,67,0,235824864,7334,674,129,79,144496,114,12140,239,80,1053,1710,17,1930,15,NA,6005,1148,710,1286735,1022,108115,2134,715,9379,15233,153,17192,142,NA,105,65,118315,94,9941,196,65,862,1400,14,1580,13,NA,12,22631,17,1901,37,12,164,267,2,302,2,1060032763,13996,11,1176,23,7,102,165,1,187,1,655593121,20138,2129837,42039,14097,184773,300103,3020,338684,2804,NA,1692,33,11,146,238,2,269,2,943299456,3532,1184,15525,25215,253,28457,235,NA,23,306,497,5,561,4,1969137614,102,166,1,188,1,660309619,2187,22,2468,20,NA,35,4009,33,NA,40,0,141494918,37,NA,131354449,"Pakistan","PAK",1580631,0,1,0,0,0,0
74,778,20,3,1,4449,1,265,10,6,32,48,2,74,0,5250076,57641,1511,225,127,329603,74,19695,784,462,2388,3611,170,5484,52,388873129,15875,2368,1343,3462919,778,206931,8241,4863,25097,37939,1789,57625,550,NA,62,35,90777,20,5424,216,127,657,994,46,1510,14,107101550,5,13541,3,809,32,19,98,148,6,225,2,15975981,7680,1,458,18,10,55,84,3,127,1,9061631,4449,1183272,47124,27811,143509,216945,10234,329514,3150,NA,265,10,6,32,48,2,74,0,5250076,2815,1661,8575,12963,611,19690,188,1396047709,66,341,516,24,784,7,55598304,201,304,14,462,4,32812975,1572,74,2388,22,169314951,112,3610,34,255956955,170,1,12075174,52,388768127,3717053,"Palestine","PSE",703228,0,1,0,0,0,0
44,55,29,7,5,22267,2,128,8,2,9,48,2,78,0,4408582,2450,1319,351,223,989547,97,5703,370,106,439,2166,102,3488,36,195917384,1637,436,277,1227648,121,7076,459,132,545,2687,126,4328,44,243058351,235,149,661330,65,3811,247,71,294,1447,68,2331,24,130934885,39,176310,17,1016,65,19,78,386,18,621,6,34907152,112003,11,645,41,12,49,245,11,394,4,22175167,48987,2857885,185484,53440,220443,1085584,51214,1748185,18147,NA,282,18,5,21,107,5,172,1,9698880,1069,308,1270,6257,295,10076,104,565823865,19,82,406,19,653,6,36723488,23,117,5,188,1,10580596,482,22,777,8,43644961,112,3827,39,214931598,180,1,10139738,63,346117772,3592994,"Panama","PAN",1044821,0,0,0,1,0,0
22,18,22,3,2,3823,2,561,17,23,48,48,2,64,0,10142625,404,502,84,47,84951,55,12476,392,522,1084,1083,51,1433,12,225369127,411,69,39,69658,45,10230,321,428,889,888,41,1175,10,184798627,86,48,86404,56,12689,398,531,1102,1101,51,1457,12,229223325,8,14558,9,2138,67,89,185,185,8,245,2,38623116,8189,5,1202,37,50,104,104,4,138,1,21725502,9557,2146700,67479,89845,186571,186392,8793,246596,2121,NA,1403,44,58,122,121,5,161,1,25356562,9910,13195,27400,27374,1291,36216,311,NA,414,861,860,40,1138,9,179017331,1146,1145,54,1515,13,238351687,2379,112,3147,27,494960100,112,3144,27,494483396,148,1,23328037,35,654199312,5629156,"Papua New Guinea","PNG",46864,0,0,0,0,1,0
55,17,26,6,3,8827,1,199,8,5,21,79,1,74,0,6780745,952,1472,354,212,490428,94,11063,459,277,1200,4422,72,4125,40,376738192,454,109,65,151330,29,3413,141,85,370,1364,22,1272,12,116249092,169,101,233915,45,5276,219,132,572,2109,34,1967,19,179689742,24,56298,10,1270,52,31,137,507,8,473,4,43247591,33833,6,763,31,19,82,305,4,284,2,25990595,15005,1757704,72999,44135,190663,702647,11475,655405,6426,NA,338,14,8,36,135,2,126,1,11527266,1646,995,4301,15850,258,14785,144,1350236190,41,178,658,10,614,6,56076761,108,398,6,371,3,33903725,1719,28,1603,15,146464092,103,5910,57,539760863,96,0,8814968,54,503470316,4936382,"Paraguay","PRY",735759,0,0,0,0,0,1
13,25,29,7,4,12236,3,85,5,4,32,48,1,76,0,34049588,349,404,99,61,169967,48,1191,82,66,447,677,22,1065,10,472948777,731,179,111,307496,87,2154,149,120,810,1225,40,1928,19,855632096,208,129,356088,101,2495,173,139,938,1418,46,2233,22,990843010,31,87504,25,613,42,34,230,348,11,548,5,243488603,54514,15,382,26,21,143,217,7,341,3,151690914,42828,1049358,72808,58736,394633,596576,19578,939044,9507,NA,300,20,16,112,170,5,268,2,119173558,510,411,2765,4180,137,6580,66,NA,28,191,290,9,456,4,202595048,154,234,7,368,3,163438022,1572,51,2474,25,1098099213,78,3741,37,1660019563,122,1,54479340,59,NA,26456529,"Peru","PER",4526977,0,0,0,0,0,1
19,351,25,4,2,7599,2,370,7,7,40,78,1,71,0,115559008,6840,489,93,51,147728,48,7201,137,151,793,1525,19,1384,13,NA,8867,1690,936,2673949,879,130346,2487,2744,14356,27609,351,25063,252,NA,121,67,191499,63,9335,178,196,1028,1977,25,1794,18,NA,12,36498,12,1779,33,37,195,376,4,342,3,555029915,20221,6,985,18,20,108,208,2,189,1,307502520,18997,2815020,53726,59273,310046,596255,7599,541290,5456,NA,926,17,19,102,196,2,178,1,288897520,2618,2889,15113,29065,370,26386,265,NA,55,288,554,7,503,5,817002186,318,612,7,555,5,901360262,3201,40,2906,29,NA,78,5588,56,NA,71,0,115559008,51,NA,82971367,"Philippines","PHL",4173631,0,1,0,0,0,0
11,124,41,16,10,27216,2,227,5,23,33,48,6,78,0,39857144,1377,464,186,113,302374,27,2525,65,258,367,541,73,874,9,442812869,5184,2079,1265,3375574,310,28195,732,2889,4105,6046,821,9764,109,NA,700,426,1137647,104,9502,247,973,1383,2037,276,3290,36,1666028619,171,456229,41,3810,99,390,554,817,110,1319,14,668125304,277662,25,2319,60,237,337,497,67,803,8,406622583,68041,6187141,160849,634143,900864,1326883,180172,2142750,23950,NA,568,14,58,82,121,16,196,2,99642860,1343,5296,7524,11083,1504,17897,200,NA,137,195,288,39,465,5,235555721,771,1135,154,1834,20,928671455,1613,219,2605,29,1319271466,322,3838,42,1943155341,521,5,263854293,69,NA,35074286,"Poland","POL",6670799,0,0,1,0,0,0
5,112,46,21,14,27936,0,127,9,16,30,48,3,82,0,10270857,624,256,119,82,155329,2,710,54,90,166,271,18,456,4,57105964,5191,2416,1677,3139296,56,14365,1106,1831,3371,5478,380,9220,97,1154146471,993,689,1290684,23,5906,455,753,1386,2252,156,3790,39,474513593,320,600699,10,2748,211,350,645,1048,72,1764,18,220843967,416930,7,1907,147,243,447,727,50,1224,12,153282269,13968,3571508,275178,455371,838106,1362007,94706,2292222,24137,NA,63,4,8,15,24,1,41,0,5135428,1259,2083,3835,6232,433,10489,110,1313046900,160,295,480,33,808,8,101167941,489,794,55,1337,14,167414969,1462,101,2461,25,308125710,165,4000,42,500735091,278,2,34818205,70,842723816,8874020,"Portugal","PRT",5664109,0,0,1,0,0,0
13,227,31,1,0,116935,2,176,16,0,26,48,1,80,0,2695131,3157,443,18,8,1624235,34,2454,229,11,373,677,16,1114,11,37435369,7251,297,140,26582034,568,40165,3755,181,6114,11082,272,18238,192,612662569,41,19,3730245,79,5636,526,25,858,1555,38,2559,27,85974678,0,152834,3,230,21,1,35,63,1,104,1,3522536,72149,1,109,10,0,16,30,0,49,0,1662895,292339,20661351,1931776,93548,3145567,5700961,140322,9381743,99161,NA,441,41,2,67,121,3,200,2,6737827,2918,141,4752,8614,212,14175,149,476202696,13,444,805,19,1325,14,44523564,21,39,0,64,0,2156104,1311,32,2158,22,72499023,58,3911,41,131395721,96,1,3234157,68,216230360,2285471,"Qatar","QAT",514524,0,1,0,0,0,0
16,85,43,17,11,23313,5,370,9,22,37,48,6,76,0,19659270,1419,716,297,194,388631,95,6183,162,381,618,812,114,1267,13,327720030,3660,1519,995,1984629,485,31578,829,1949,3158,4150,586,6474,70,1673573995,767,502,1002467,245,15950,418,984,1595,2096,296,3270,35,845348610,208,416140,101,6621,173,408,662,870,123,1357,14,350917969,272531,66,4336,113,267,433,569,80,889,9,229816866,132885,8647937,227070,533872,864919,1136588,160674,1772968,19303,NA,2114,55,130,211,277,39,433,4,112057839,3613,8494,13762,18084,2556,28210,307,NA,223,361,474,67,740,8,191481289,849,1116,157,1741,18,450197283,1808,255,2821,30,729358917,336,3707,40,958448390,524,5,135491688,62,1495087483,16277875,"Romania","ROU",3541619,0,0,1,0,0,0
8,8,39,14,9,24765,0,431,6,23,58,48,8,72,0,144713312,73,329,118,78,206300,0,3592,51,194,485,406,67,604,6,1205461888,349,125,82,218510,0,3805,54,206,514,430,71,640,7,1276805551,561,371,980731,3,17079,244,926,2308,1930,318,2874,32,NA,133,351131,1,6114,87,331,826,691,114,1029,11,2051745337,232626,0,4051,58,219,547,457,75,681,7,1359292139,2476,10681481,153053,579523,1443855,1207414,199365,1797512,20407,NA,43,0,2,5,4,0,7,0,14471331,2665,10092,25144,21027,3471,31303,355,NA,144,360,301,49,448,5,894328268,1364,1140,188,1698,19,NA,2842,469,4231,48,NA,392,3538,40,NA,584,6,1164942161,59,NA,119243769,"Russia","RUS",24268728,0,0,1,0,0,0
30,494,20,2,1,1854,56,191,4,4,21,4,2,69,0,13776702,14890,610,89,49,55793,1685,5758,128,141,631,138,69,2076,16,414540963,10045,1471,812,917591,27712,94705,2118,2325,10392,2284,1138,34155,268,NA,60,33,37640,1136,3884,86,95,426,93,46,1401,11,279667050,4,5514,166,569,12,13,62,13,6,205,1,40971911,3044,91,314,7,7,34,7,3,113,0,22621344,103835,354849,7936,8714,38938,8560,4264,127977,1006,NA,10717,239,263,1176,258,128,3865,30,771495312,819,899,4018,883,440,13208,103,NA,20,89,19,9,295,2,58964284,98,21,10,324,2,64750499,96,48,1449,11,289310742,10,318,2,63607033,158,1,31686414,37,950867972,7480749,"Rwanda","RWA",133264,1,0,0,0,0,0
19,293,34,9,6,12951,2,204,11,6,32,87,1,76,0,179872,5699,678,188,124,251783,48,3977,225,121,626,1695,25,1481,14,3496711,10232,2850,1877,3797310,732,59991,3406,1832,9455,25566,381,22340,222,52736132,339,223,452019,87,7141,405,218,1125,3043,45,2659,26,6277532,62,125904,24,1989,112,60,313,847,12,740,7,1748535,82956,16,1310,74,40,206,558,8,488,4,1152080,32379,2650205,150500,80948,417696,1129426,16837,986930,9830,NA,511,29,15,80,218,3,190,1,449680,2377,1278,6598,17843,266,15592,155,36805408,72,374,1013,15,885,8,2090112,201,545,8,476,4,1124200,2812,41,2457,24,5800872,113,6644,66,15685198,99,0,233833,57,13706246,136522,"Saint Lucia","LCA",30282,0,0,0,1,0,0
19,69,22,5,3,6021,2,348,9,16,38,48,2,73,0,222390,1349,427,108,69,117059,48,6784,179,324,740,947,44,1425,13,4323261,1527,389,247,417974,173,24223,639,1159,2644,3384,159,5089,49,15436757,123,78,132474,55,7677,202,367,838,1072,50,1613,15,4892580,19,33756,14,1956,51,93,213,273,12,411,4,1246718,21460,8,1243,32,59,135,173,8,261,2,792597,15053,2101384,55458,100560,229421,293568,13849,441500,4305,1339134061,872,23,41,95,121,5,183,1,555975,3214,5827,13296,17013,802,25586,249,77608995,153,350,449,21,675,6,2048211,636,814,38,1224,11,3713913,1857,87,2793,27,8473059,112,3574,34,10842179,168,1,511496,52,16305634,159008,"Samoa","WSM",17057,0,0,0,0,1,0
19,212,18,2,2,3052,32,270,2,6,32,41,2,70,0,227393,4137,363,56,42,59344,627,5250,47,121,626,803,56,1368,12,4420519,3980,614,460,649742,6874,57491,515,1330,6864,8798,617,14981,133,48398553,53,40,57085,604,5051,45,116,603,773,54,1316,11,4252249,6,8810,93,779,6,18,93,119,8,203,1,656256,6599,69,583,5,13,69,89,6,152,1,491623,98602,824577,7387,19079,98450,126199,8852,214880,1907,694165794,8724,78,201,1041,1335,93,2273,20,7344793,653,1688,8711,11166,783,19013,168,61421805,15,78,100,7,170,1,550291,201,258,18,439,3,1421206,1333,93,2270,20,7333424,119,2909,25,9400426,204,1,659439,43,16006193,142120,"Sao Tome and Principe","STP",6771,1,0,0,0,0,0
19,15,31,3,1,49045,2,259,17,1,25,48,2,75,0,36408824,297,620,64,35,953442,48,5045,344,34,493,947,52,1460,16,707787538,488,50,28,751473,38,3976,271,27,389,746,41,1151,13,557856001,105,58,1564548,79,8279,565,57,810,1555,86,2396,27,1161441485,6,161604,8,855,58,5,83,160,8,247,2,119967075,90488,4,478,32,3,46,89,4,138,1,67174280,122613,12729147,869084,88281,1245753,2391110,132422,3684781,41884,NA,648,44,4,63,121,6,187,2,91022060,4599,467,6592,12653,700,19499,221,NA,31,450,863,47,1331,15,645164361,45,87,4,135,1,65535883,1238,68,1908,21,924784129,131,3662,41,1775039396,202,2,98303824,64,NA,31093135,"Saudi Arabia","SAU",841469,0,1,0,0,0,0
0,82,18,3,1,2470,38,241,2,0,16,20,2,67,0,17316452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1539,247,147,203397,3128,19859,199,32,1366,1717,189,5593,42,1425628860,56,33,46199,710,4510,45,7,310,390,43,1270,9,323817652,5,7431,114,725,7,1,49,62,6,204,1,52087887,4437,68,433,4,0,29,37,4,122,0,31100347,93882,595950,5978,988,41011,51533,5682,167851,1264,NA,9166,91,15,630,792,87,2581,19,658025176,583,96,4004,5031,554,16388,123,NA,0,40,50,5,164,1,41905813,6,8,0,27,0,6926580,346,38,1127,8,287453103,47,1417,10,361203872,156,1,39827839,34,1176479748,8866023,"Senegal","SEN",89485,1,0,0,0,0,0
13,80,41,17,3,14048,2,439,10,37,40,97,5,76,0,6871547,1115,572,241,48,195138,34,6103,140,523,558,1357,77,1055,11,95445787,3307,1394,282,1127998,200,35281,809,3026,3227,7845,450,6102,64,551723380,715,144,578813,103,18103,415,1553,1656,4026,231,3131,33,283107736,61,243972,43,7630,175,654,698,1696,97,1319,13,119331285,49438,8,1546,35,132,141,343,19,267,2,24180973,35122,6173289,141612,529642,564765,1372842,78800,1067714,11323,NA,1098,25,94,100,244,14,190,2,17178867,4429,16565,17664,42939,2464,33395,354,NA,380,405,985,56,766,8,69265193,1515,3684,211,2865,30,259057321,3928,225,3055,32,276236189,548,7426,78,671480701,426,4,38542507,61,522237572,5538466,"Serbia","SRB",2583470,0,0,1,0,0,0
25,208,36,8,5,26382,1,242,10,7,35,48,3,73,0,107135,5208,905,215,139,659557,27,6066,263,177,892,1218,90,1835,19,2678375,7542,1793,1163,5496855,229,50556,2198,1479,7438,10157,750,15293,165,22322005,311,202,955038,39,8783,381,257,1292,1764,130,2657,28,3878287,48,227045,9,2088,90,61,307,419,30,631,6,922003,147371,6,1355,58,39,199,272,20,410,4,598456,29020,6401609,278333,187314,941847,1286215,94976,1936459,21000,NA,266,11,7,39,53,3,80,0,117848,2559,1722,8662,11829,873,17810,193,25996093,74,376,514,37,774,8,1130274,253,346,25,521,5,760658,1740,128,2620,28,3824719,175,3578,38,5223152,264,2,385686,58,7863709,85279,"Seychelles","SYC",51886,1,0,0,0,0,0
88,104,19,2,1,1390,52,325,2,8,41,19,2,54,0,8605723,9306,1697,225,114,123583,4640,28953,215,782,3671,1713,204,4862,40,764962717,1999,265,134,145564,5465,34102,253,921,4324,2018,240,5727,47,901019198,48,24,26554,997,6221,46,168,788,368,43,1044,8,164369309,3,3528,132,826,6,22,104,48,5,138,1,21841324,1786,67,418,3,11,53,24,2,70,0,11058354,72573,452849,3364,12234,57419,26798,3197,76049,628,NA,17002,126,459,2155,1006,120,2855,23,449218740,788,2866,13452,6278,749,17816,147,NA,21,99,46,5,132,1,20825849,363,169,20,481,3,75730362,796,94,2259,18,355416359,44,1054,8,165875310,125,1,19793162,24,470733048,3889786,"Sierra Leone","SLE",7979,1,0,0,0,0,0
19,7915,42,12,7,85535,2,92,10,5,28,48,2,83,0,5637022,153881,824,251,137,1662807,48,1793,213,101,550,947,46,1625,18,109583707,335626,102287,55797,677075082,19789,730170,86993,41161,224015,385915,18997,661913,7424,NA,547,298,3626700,106,3911,465,220,1199,2067,101,3545,39,239009732,91,1105288,32,1191,142,67,365,629,31,1080,12,72841598,602938,17,650,77,36,199,343,16,589,6,39735368,213838,7890040,940033,444783,2420651,4170106,205284,7152468,80232,NA,230,27,13,70,121,6,209,2,14092555,1013,479,2610,4497,221,7713,86,519975820,57,311,535,26,918,10,61950871,147,253,12,434,4,29312514,1379,67,2366,26,159527722,117,4076,45,274821733,200,2,13528852,78,471367779,5287526,"Singapore","SGP",3006155,0,1,0,0,0,0
16,113,41,15,9,30155,0,287,7,23,37,48,5,77,0,5643455,1885,686,251,152,502686,11,4800,121,385,628,812,97,1292,14,94076394,4660,1704,1037,3411392,79,32576,824,2613,4264,5515,658,8771,97,638432777,620,377,1242392,28,11863,300,951,1553,2008,239,3194,35,232510346,138,454438,10,4339,109,348,568,734,87,1168,12,85046866,276432,6,2639,66,211,345,446,53,710,7,51733551,21108,8683447,219831,696584,1136849,1470154,175502,2338230,25933,NA,201,5,16,26,34,4,54,0,3950418,2099,6651,10856,14038,1675,22328,247,1625083658,168,274,355,42,565,6,41140786,870,1126,134,1791,19,130363810,1837,219,2923,32,212758253,283,3780,41,275135361,451,5,32844908,66,437593500,4853371,"Slovakia","SVK",1878002,0,0,1,0,0,0
16,102,44,19,12,31400,2,153,7,20,25,48,4,81,0,2119843,1710,741,317,215,523452,41,2558,120,335,416,812,75,1355,15,35337782,4566,1956,1326,3222322,256,15751,743,2062,2565,5002,461,8344,94,217536168,848,575,1397337,111,6830,322,894,1112,2169,200,3618,40,94333013,246,598562,47,2925,138,383,476,929,85,1550,17,40408447,406012,32,1984,93,259,323,630,58,1051,11,27409569,78502,4819809,227656,631156,785021,1530885,141303,2553516,28794,NA,383,18,50,62,121,11,203,2,5299607,1112,3085,3837,7483,690,12482,140,325381061,145,181,353,32,589,6,15368861,502,979,90,1634,18,42608844,1218,112,2032,22,52996075,219,3964,44,103348705,365,4,9539293,74,172385632,1943896,"Slovenia","SVN",1356582,0,0,1,0,0,0
36,21,20,3,2,2205,25,459,18,6,32,35,1,73,0,724272,788,751,126,73,79655,906,16602,674,225,1164,1295,50,2636,20,26153461,454,76,44,48179,548,10042,407,136,704,783,30,1594,12,15818824,72,42,45883,522,9563,388,130,670,746,29,1518,11,15064857,7,7736,88,1612,65,21,113,125,4,256,1,2540021,4506,51,939,38,12,65,73,2,149,1,1479687,55368,1014239,41206,13787,71141,79170,3088,161032,1250,1597688263,11540,468,156,809,900,35,1832,14,18179227,8588,2873,14827,16501,643,33563,260,333005780,116,602,670,26,1363,10,13529400,201,224,8,456,3,4526700,1157,45,2354,18,23357772,50,2619,20,25994122,102,0,1013980,41,52871856,410662,"Solomon Islands","SLB",25954,0,0,0,0,1,0
13,46,27,5,3,12294,18,200,5,8,33,43,2,64,0,59893884,649,379,74,42,170775,262,2783,76,112,461,611,32,890,9,831926048,1276,249,142,574834,883,9368,258,378,1552,2056,108,2998,33,NA,145,83,335650,515,5470,150,221,906,1201,63,1750,19,1635103033,16,65703,101,1070,29,43,177,235,12,342,3,320072916,37536,57,611,16,24,101,134,7,195,2,182856027,232373,2463647,67867,99588,408189,540888,28524,788470,8717,NA,3787,104,153,627,831,43,1212,13,1131994407,1106,1623,6652,8815,464,12850,142,NA,44,183,242,12,353,3,330614239,268,356,18,519,5,485140460,1460,77,2129,23,1988476948,102,2821,31,NA,148,1,138953810,45,NA,42464763,"South Africa","ZAF",4072765,1,0,0,0,0,0
0,527,43,13,8,35938,0,85,6,6,40,48,12,83,0,51815808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22913,7346,4552,18974275,105,45404,3590,3273,21593,25739,6478,43837,483,NA,603,374,1559725,8,3732,295,269,1775,2115,532,3603,39,NA,119,500046,2,1196,94,86,569,678,170,1155,12,720965152,309860,1,741,58,53,352,420,105,715,7,446755896,7187,3090628,244380,222817,1469879,1752103,440963,2983963,32919,NA,17,1,1,8,9,2,16,0,10363161,584,533,3517,4192,1055,7140,78,NA,42,278,331,83,564,6,352347494,253,302,76,514,5,321258009,1993,501,3395,37,2119266547,598,4047,44,NA,1018,11,635779964,76,NA,47463280,"South Korea","KOR",34571873,0,1,0,0,0,0
0,93,45,19,13,34272,1,99,7,27,31,48,2,83,0,47558632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4236,1809,1284,3190928,93,9254,667,2551,2923,4539,276,7779,84,NA,884,627,1559392,45,4522,326,1246,1428,2218,135,3801,41,NA,268,666117,19,1931,139,532,610,947,57,1624,17,924349571,472924,13,1371,98,378,433,672,40,1153,12,656261562,34272,3406775,245732,939062,1076152,1670880,101788,2863798,30982,NA,99,7,27,31,48,2,83,0,47558632,712,2723,3121,4846,295,8306,89,NA,196,225,349,21,599,6,340995391,860,1335,81,2289,24,1303106516,1530,93,2623,28,1493341044,144,4073,44,NA,248,2,141249137,75,NA,42993003,"Spain","ESP",13980340,0,0,1,0,0,0
